Symbol	GeneID	log2FoldChange	padj	pvalue	EnsemblGeneID
FLYWCH2	114984	-3.6455587	9.32e-57	2.78e-58	ENSG00000162076
FZD6	8323	-5.9898252	1.2e-56	3.62e-58	ENSG00000164930
MCU	90550	-5.6279589	1.2e-56	3.61e-58	ENSG00000156026
PAPPA	5069	-4.1559393	1.22e-56	3.66e-58	ENSG00000182752
EXTL2	2135	-5.7937815	1.53e-56	4.61e-58	ENSG00000162694
LARP6	55323	-4.0127707	1.84e-56	5.58e-58	ENSG00000166173
FBXO10	26267	-3.5575333	2e-56	6.06e-58	ENSG00000147912
UBR7	55148	-5.1834194	2.11e-56	6.44e-58	ENSG00000012963
SLC35D1	23169	-4.9878317	2.13e-56	6.51e-58	ENSG00000116704
HNRNPU	3192	-2.7744112	3.01e-56	9.22e-58	ENSG00000153187
MPC1	51660	-2.9741836	3.73e-56	1.14e-57	ENSG00000060762
ANKRD42	338699	-4.0153785	3.83e-56	1.18e-57	ENSG00000137494
NAB2	4665	-3.0595771	3.94e-56	1.21e-57	ENSG00000166886
NEDD1	121441	-3.5083476	5.23e-56	1.62e-57	ENSG00000139350
FRG1	2483	-2.5516327	5.37e-56	1.67e-57	ENSG00000109536
SKA2	348235	-3.7958185	5.38e-56	1.67e-57	ENSG00000182628
AMBRA1	55626	1.6301788	5.51e-56	1.72e-57	ENSG00000110497
PEX26	55670	-3.1359287	5.65e-56	1.76e-57	ENSG00000215193
NRBP1	29959	-2.8817761	5.89e-56	1.85e-57	ENSG00000115216
SZRD1	26099	-2.1709392	6.27e-56	1.97e-57	ENSG00000055070
PRUNE1	58497	-4.2269087	6.56e-56	2.07e-57	ENSG00000143363
ACADVL	37	-2.264876	8.6e-56	2.71e-57	ENSG00000072778
SAR1B	51128	-2.9627188	1.05e-55	3.34e-57	ENSG00000152700
TPGS2	25941	-3.3531955	1.05e-55	3.33e-57	ENSG00000134779
DDX23	9416	-2.9755488	1.06e-55	3.37e-57	ENSG00000174243
RMND5A	64795	-3.5457267	1.2e-55	3.85e-57	ENSG00000153561
GRB10	2887	-4.6616522	1.21e-55	3.86e-57	ENSG00000106070
KIAA1143	57456	-3.3516529	1.23e-55	3.94e-57	ENSG00000163807
GIGYF2	26058	-3.3918066	1.39e-55	4.48e-57	ENSG00000204120
HSBP1	3281	-2.556319	1.96e-55	6.34e-57	ENSG00000230989
DDX17	10521	1.78563	2.1e-55	6.79e-57	ENSG00000100201
ELP1	8518	-3.6301306	3e-55	9.72e-57	ENSG00000070061
WDR3	10885	-5.1333102	3.55e-55	1.15e-56	ENSG00000065183
SMYD2	56950	-5.0900479	3.64e-55	1.19e-56	ENSG00000143499
SDCBP	6386	-4.7323799	3.65e-55	1.19e-56	ENSG00000137575
DOCK11	139818	-4.962589	3.73e-55	1.22e-56	ENSG00000147251
DICER1	23405	-4.0518404	3.96e-55	1.3e-56	ENSG00000100697
SLC38A6	145389	-2.72785	4.44e-55	1.46e-56	ENSG00000139974
TSPYL1	7259	-2.6556273	5.77e-55	1.91e-56	ENSG00000189241
CLPX	10845	-2.065948	5.77e-55	1.9e-56	ENSG00000166855
HIRA	7290	-2.5866486	5.89e-55	1.95e-56	ENSG00000100084
SNRNP40	9410	-3.0602471	5.9e-55	1.96e-56	ENSG00000060688
HARS1	3035	-3.3745233	6.69e-55	2.23e-56	ENSG00000170445
ZNF496	84838	-5.2155941	7.46e-55	2.49e-56	ENSG00000162714
PIP5K1A	8394	2.9097261	8.41e-55	2.81e-56	ENSG00000143398
RPL17-C18orf32	100526842	-4.2584972	9.54e-55	3.2e-56	ENSG00000215472
HYCC2	285172	-4.5494672	1.2e-54	4.03e-56	ENSG00000155744
CD109	135228	-3.158614	1.24e-54	4.19e-56	ENSG00000156535
TMEM129	92305	-2.1980514	1.4e-54	4.73e-56	ENSG00000168936
RIOK3	8780	-3.8423634	1.58e-54	5.36e-56	ENSG00000101782
TCTN3	26123	-2.1620524	1.84e-54	6.23e-56	ENSG00000119977
C5orf15	56951	-1.9111112	1.84e-54	6.26e-56	ENSG00000113583
CTNND1	1500	1.868164	1.84e-54	6.27e-56	ENSG00000198561
UTP4	84916	-1.8782486	1.87e-54	6.42e-56	ENSG00000141076
NDUFS4	4724	-2.9779944	2.04e-54	7.02e-56	ENSG00000164258
RAB8A	4218	-2.6563237	2.06e-54	7.08e-56	ENSG00000167461
USF2	7392	-1.322565	2.1e-54	7.25e-56	ENSG00000105698
GSTA4	2941	-2.9825676	2.12e-54	7.34e-56	ENSG00000170899
PSMD10	5716	-3.2742085	2.62e-54	9.07e-56	ENSG00000101843
HSD17B12	51144	-2.3760283	2.66e-54	9.27e-56	ENSG00000149084
NDC1	55706	-4.0416222	2.76e-54	9.63e-56	ENSG00000058804
VGLL3	389136	-5.3198278	3.08e-54	1.08e-55	ENSG00000206538
ARAP1	116985	-2.7610428	3.37e-54	1.18e-55	ENSG00000186635
MED9	55090	-3.2487424	3.41e-54	1.2e-55	ENSG00000141026
SART1	9092	-5.6413577	3.44e-54	1.21e-55	ENSG00000175467
STARD7	56910	-2.4956182	3.57e-54	1.26e-55	ENSG00000084090
DPP8	54878	-4.9360109	4.86e-54	1.72e-55	ENSG00000074603
MZT1	440145	-4.0464549	5.04e-54	1.79e-55	ENSG00000204899
MPHOSPH8	54737	-5.6180611	5.92e-54	2.11e-55	ENSG00000196199
BLTP2	9703	-4.4002713	6.05e-54	2.15e-55	ENSG00000007202
PCDH18	54510	-4.1260468	6.34e-54	2.26e-55	ENSG00000189184
LMO4	8543	-6.6230355	6.9e-54	2.47e-55	ENSG00000143013
HMGN1	3150	-3.9093158	7.07e-54	2.54e-55	ENSG00000205581
KIFAP3	22920	-3.4066701	1e-53	3.6e-55	ENSG00000075945
SRI	6717	-2.8224173	1.04e-53	3.74e-55	ENSG00000075142
ANKRD36	375248	2.596492	1.07e-53	3.88e-55	ENSG00000135976
SRP68	6730	1.7379023	1.2e-53	4.34e-55	ENSG00000167881
GMPPA	29926	-3.1577101	1.29e-53	4.67e-55	ENSG00000144591
PUM1	9698	-1.5986176	1.3e-53	4.71e-55	ENSG00000134644
DAXX	1616	-2.0772143	1.37e-53	4.97e-55	ENSG00000204209
MGRN1	23295	-5.4650673	1.88e-53	6.86e-55	ENSG00000102858
ZNF143	7702	-2.8973149	1.93e-53	7.05e-55	ENSG00000166478
CC2D1A	54862	-1.4415392	2.29e-53	8.39e-55	ENSG00000132024
CBR4	84869	2.0978563	2.75e-53	1.01e-54	ENSG00000145439
RPS28	6234	-1.9400607	2.95e-53	1.09e-54	ENSG00000233927
ARHGEF12	23365	1.6303012	3.33e-53	1.23e-54	ENSG00000196914
PDIA4	9601	-4.2817341	4.29e-53	1.59e-54	ENSG00000155660
KLHL11	55175	-3.6819419	4.61e-53	1.71e-54	ENSG00000178502
PTPN11	5781	-2.4506478	5.35e-53	1.99e-54	ENSG00000179295
ITGAE	3682	-2.8898746	5.77e-53	2.15e-54	ENSG00000083457
AFG3L2	10939	-2.9385589	6.08e-53	2.27e-54	ENSG00000141385
CSTF1	1477	-5.580353	7.5e-53	2.8e-54	ENSG00000101138
IRS1	3667	-3.4169143	7.81e-53	2.93e-54	ENSG00000169047
CCNT1	904	-3.9573395	8.14e-53	3.06e-54	ENSG00000129315
PTGES2	80142	-1.8290941	8.44e-53	3.17e-54	ENSG00000148334
ELF1	1997	-3.6791009	9.28e-53	3.5e-54	ENSG00000120690
GID4	79018	-3.99906	9.28e-53	3.51e-54	ENSG00000141034
TMEM230	29058	-4.031056	1.07e-52	4.04e-54	ENSG00000089063
KLHL12	59349	-3.6316779	1.09e-52	4.14e-54	ENSG00000117153
DNAJC25	548645	-4.8104769	1.15e-52	4.37e-54	ENSG00000059769
LZTS3	9762	-5.1777479	1.56e-52	5.92e-54	ENSG00000088899
STK25	10494	-2.7023069	1.77e-52	6.75e-54	ENSG00000115694
WWP1	11059	-3.9566851	2.32e-52	8.88e-54	ENSG00000123124
BACE2	25825	-4.0412617	2.55e-52	9.77e-54	ENSG00000182240
PEAK1	79834	-3.6458166	2.67e-52	1.03e-53	ENSG00000173517
TBC1D2	55357	-6.3363615	2.82e-52	1.09e-53	ENSG00000095383
ZW10	9183	-3.5073095	2.91e-52	1.12e-53	ENSG00000086827
PPP1R2	5504	2.1800922	3.06e-52	1.18e-53	ENSG00000184203
RFC2	5982	-3.5241119	3.44e-52	1.33e-53	ENSG00000049541
WDR5B	54554	1.9362392	3.61e-52	1.4e-53	ENSG00000196981
TPRKB	51002	-5.9050944	3.93e-52	1.53e-53	ENSG00000144034
ITPA	3704	-1.9194801	3.95e-52	1.54e-53	ENSG00000125877
TMEM43	79188	-3.9861219	4.28e-52	1.67e-53	ENSG00000170876
PPP2R3C	55012	-3.073275	4.44e-52	1.74e-53	ENSG00000092020
EI24	9538	-1.8535094	4.94e-52	1.94e-53	ENSG00000149547
NRBF2	29982	-2.7440423	8.5e-52	3.34e-53	ENSG00000148572
RAB14	51552	-3.6295405	8.54e-52	3.37e-53	ENSG00000119396
DDX21	9188	-3.6102144	9.24e-52	3.65e-53	ENSG00000165732
PLAT	5327	-2.9265032	1.02e-51	4.05e-53	ENSG00000104368
AP2B1	163	-2.8087034	1.64e-51	6.5e-53	ENSG00000006125
GRB2	2885	-3.2587297	1.7e-51	6.77e-53	ENSG00000177885
TEAD3	7005	-2.320429	1.95e-51	7.77e-53	ENSG00000007866
PLXND1	23129	-2.7251562	2.11e-51	8.41e-53	ENSG00000004399
LRRK1	79705	-2.6778401	2.27e-51	9.07e-53	ENSG00000154237
DNAJC14	85406	-1.422369	2.81e-51	1.13e-52	ENSG00000135392
COPS6	10980	-2.6653145	2.95e-51	1.18e-52	ENSG00000168090
CLIC4	25932	-3.8667386	3.04e-51	1.22e-52	ENSG00000169504
NELFB	25920	-4.7820396	3.25e-51	1.31e-52	ENSG00000188986
ACOX1	51	-3.7636918	3.39e-51	1.37e-52	ENSG00000161533
GATB	5188	-3.3923216	4.51e-51	1.82e-52	ENSG00000059691
MTMR9	66036	-2.012428	6.3e-51	2.56e-52	ENSG00000104643
RTF2	51507	-1.9898714	6.94e-51	2.82e-52	ENSG00000022277
CDC42BPB	9578	-2.8296374	7.24e-51	2.95e-52	ENSG00000198752
IFNGR2	3460	-2.1934721	7.48e-51	3.05e-52	ENSG00000159128
TRIM26	7726	-3.1389597	7.53e-51	3.08e-52	ENSG00000234127
MKLN1	4289	-2.1211911	8.59e-51	3.52e-52	ENSG00000128585
DCUN1D4	23142	-3.2883426	1.01e-50	4.15e-52	ENSG00000109184
TRAPPC1	58485	-2.5971519	1.07e-50	4.4e-52	ENSG00000170043
PPP3CC	5533	-4.3319606	1.12e-50	4.6e-52	ENSG00000120910
FAM20C	56975	-7.8259452	1.25e-50	5.15e-52	ENSG00000177706
LUC7L2	51631	1.5972568	1.47e-50	6.1e-52	ENSG00000146963
RNF2	6045	-2.7278876	1.74e-50	7.22e-52	ENSG00000121481
ZNF32	7580	-5.6414962	2.29e-50	9.51e-52	ENSG00000169740
TTC5	91875	-5.1202165	2.37e-50	9.85e-52	ENSG00000136319
ATP11A	23250	-2.1069594	2.45e-50	1.02e-51	ENSG00000068650
VIM	7431	-3.1772606	2.76e-50	1.15e-51	ENSG00000026025
RAMAC	83640	-3.0200652	2.9e-50	1.21e-51	ENSG00000169612
FBXO8	26269	-4.4079072	3.57e-50	1.5e-51	ENSG00000164117
ZMAT3	64393	-3.3644435	3.72e-50	1.56e-51	ENSG00000172667
BLTP3A	54887	-5.4834676	4.14e-50	1.74e-51	ENSG00000065060
BHLHE40	8553	-4.0836794	4.27e-50	1.8e-51	ENSG00000134107
ZUP1	221302	-5.4368491	4.86e-50	2.05e-51	ENSG00000153975
KDM4B	23030	-2.7245104	6.31e-50	2.67e-51	ENSG00000127663
POLR1D	51082	-3.7145191	6.56e-50	2.78e-51	ENSG00000186184
IP6K2	51447	-7.3637336	1.06e-49	4.51e-51	ENSG00000068745
ZNF592	9640	-1.9129987	1.13e-49	4.8e-51	ENSG00000166716
ZNF121	7675	-3.4011342	1.26e-49	5.38e-51	ENSG00000197961
AIDA	64853	-2.148518	1.36e-49	5.81e-51	ENSG00000186063
OSR1	130497	-3.8435008	2.02e-49	8.66e-51	ENSG00000143867
ZNF131	7690	-4.9666935	2.12e-49	9.1e-51	ENSG00000172262
EPS8L2	64787	-6.3827596	2.52e-49	1.08e-50	ENSG00000177106
TMEM87B	84910	-4.0423128	2.54e-49	1.09e-50	ENSG00000153214
BCCIP	56647	-1.7697693	2.67e-49	1.15e-50	ENSG00000107949
UBE2A	7319	-2.226039	2.91e-49	1.26e-50	ENSG00000077721
SGMS1	259230	2.0639977	2.96e-49	1.28e-50	ENSG00000198964
ANKRD50	57182	2.1455632	3.04e-49	1.32e-50	ENSG00000151458
ARFGAP2	84364	-2.707432	3.22e-49	1.4e-50	ENSG00000149182
ALG8	79053	-4.2186921	3.22e-49	1.4e-50	ENSG00000159063
C18orf32	497661	-4.8439473	4.84e-49	2.12e-50	ENSG00000177576
PPP2CA	5515	-6.6762428	5.15e-49	2.26e-50	ENSG00000113575
SS18	6760	-2.5215409	5.67e-49	2.49e-50	ENSG00000141380
MAP1A	4130	-3.3329994	6.12e-49	2.69e-50	ENSG00000166963
INSIG2	51141	-5.8270724	6.21e-49	2.74e-50	ENSG00000125629
TENT2	167153	-5.259127	7.96e-49	3.51e-50	ENSG00000164329
VRK2	7444	-3.4774083	8.62e-49	3.81e-50	ENSG00000028116
MAT2A	4144	-2.3394597	1.46e-48	6.48e-50	ENSG00000168906
FKBP8	23770	-5.4497622	1.47e-48	6.53e-50	ENSG00000105701
RAD54L2	23132	-2.7387788	1.51e-48	6.73e-50	ENSG00000164080
CNOT4	4850	-2.6796022	1.56e-48	6.98e-50	ENSG00000080802
RIC8A	60626	-2.5562797	1.64e-48	7.34e-50	ENSG00000177963
ATXN1	6310	-4.3466201	1.66e-48	7.43e-50	ENSG00000124788
SPOP	8405	-3.0431203	1.72e-48	7.7e-50	ENSG00000121067
FN3KRP	79672	-2.0501676	1.95e-48	8.76e-50	ENSG00000141560
TLE5	166	-1.7913384	2.13e-48	9.61e-50	ENSG00000104964
PLA2G12A	81579	-3.8732237	2.17e-48	9.81e-50	ENSG00000123739
PSMD1	5707	-2.8437058	2.19e-48	9.89e-50	ENSG00000173692
KREMEN1	83999	-3.6095008	2.19e-48	9.9e-50	ENSG00000183762
GLT8D1	55830	-2.0933226	2.38e-48	1.08e-49	ENSG00000016864
INTS3	65123	-4.2257928	2.5e-48	1.14e-49	ENSG00000143624
ALKBH7	84266	-2.8262171	2.5e-48	1.14e-49	ENSG00000125652
USP7	7874	-2.1694812	2.7e-48	1.23e-49	ENSG00000187555
LDAF1	57146	-3.0185017	2.74e-48	1.25e-49	ENSG00000011638
ZNF706	51123	-2.4390829	3.05e-48	1.39e-49	ENSG00000120963
WNT5A	7474	-4.175229	3.08e-48	1.41e-49	ENSG00000114251
ASB8	140461	-2.3769216	3.22e-48	1.48e-49	ENSG00000177981
QARS1	5859	-2.4056596	3.25e-48	1.5e-49	ENSG00000172053
RECQL	5965	-5.5534226	4.01e-48	1.85e-49	ENSG00000004700
GGCT	79017	-4.5700593	4.08e-48	1.88e-49	ENSG00000006625
CNOT1	23019	-2.4016745	4.71e-48	2.18e-49	ENSG00000125107
SMAP1	60682	-2.0912832	5.06e-48	2.35e-49	ENSG00000112305
B3GAT2	135152	-2.0912832	5.06e-48	2.35e-49	ENSG00000112309
C18orf21	83608	-3.4622346	5.13e-48	2.38e-49	ENSG00000141428
SART3	9733	1.4147555	6.26e-48	2.92e-49	ENSG00000075856
DDX52	11056	-3.6788714	6.86e-48	3.2e-49	ENSG00000278053
RSRC1	51319	-3.5867784	7.42e-48	3.47e-49	ENSG00000174891
TCF3	6929	-3.0020085	7.79e-48	3.64e-49	ENSG00000071564
PSMB8	5696	-4.1619112	8.83e-48	4.15e-49	ENSG00000204264
METTL16	79066	-3.0917072	1.15e-47	5.42e-49	ENSG00000127804
SMS	6611	-3.6015122	1.22e-47	5.73e-49	ENSG00000102172
OXR1	55074	-2.4260227	1.35e-47	6.38e-49	ENSG00000164830
ALDH1L2	160428	-3.0479209	1.46e-47	6.89e-49	ENSG00000136010
ARIH1	25820	-2.3253506	1.58e-47	7.48e-49	ENSG00000166233
TAF11	6882	-5.8628411	1.76e-47	8.33e-49	ENSG00000064995
SMARCC2	6601	-2.7026472	1.91e-47	9.06e-49	ENSG00000139613
RDH10	157506	-5.4208264	2.06e-47	9.78e-49	ENSG00000121039
CDC5L	988	-3.1233618	2.38e-47	1.13e-48	ENSG00000096401
PQBP1	10084	-4.1409802	2.95e-47	1.41e-48	ENSG00000102103
PTAR1	375743	-4.4625704	3.02e-47	1.44e-48	ENSG00000188647
CHMP4B	128866	-1.7792921	3.18e-47	1.52e-48	ENSG00000101421
HTT	3064	-3.5846075	3.86e-47	1.85e-48	ENSG00000197386
ATG16L1	55054	-5.0271545	4.45e-47	2.14e-48	ENSG00000085978
METTL21A	151194	-3.574883	4.69e-47	2.26e-48	ENSG00000144401
MMUT	4594	-1.7115191	4.7e-47	2.27e-48	ENSG00000146085
CAV1	857	-4.390198	4.93e-47	2.38e-48	ENSG00000105974
UTP11	51118	-4.7521053	5.15e-47	2.49e-48	ENSG00000183520
FAM114A2	10827	-2.3752006	5.15e-47	2.5e-48	ENSG00000055147
ATP10A	57194	-3.3964422	5.25e-47	2.55e-48	ENSG00000206190
EIF2B5	8893	1.5217874	5.35e-47	2.6e-48	ENSG00000145191
ZNF830	91603	-3.0964926	6.01e-47	2.92e-48	ENSG00000198783
CEMIP	57214	-3.5983984	6.61e-47	3.22e-48	ENSG00000103888
RALBP1	10928	-5.3234181	9.09e-47	4.44e-48	ENSG00000017797
PRDM5	11107	1.472641	9.25e-47	4.53e-48	ENSG00000138738
SF1	7536	-6.1413968	1.11e-46	5.45e-48	ENSG00000168066
CNDP2	55748	-4.208417	1.25e-46	6.16e-48	ENSG00000133313
TMUB1	83590	-3.5487138	1.41e-46	6.92e-48	ENSG00000164897
CDC73	79577	-4.8481602	1.45e-46	7.12e-48	ENSG00000134371
CD2BP2	10421	-2.5357642	1.85e-46	9.12e-48	ENSG00000169217
H1-10	8971	-2.8456725	2.04e-46	1.01e-47	ENSG00000184897
CDC42	998	-2.4378514	2.11e-46	1.04e-47	ENSG00000070831
UEVLD	55293	-3.1966223	2.26e-46	1.12e-47	ENSG00000151116
SNX27	81609	-1.9605101	2.44e-46	1.21e-47	ENSG00000143376
CTBP2	1488	1.9623084	3.17e-46	1.58e-47	ENSG00000175029
ZNF512B	57473	-3.4976402	3.33e-46	1.66e-47	ENSG00000196700
OSTM1	28962	-6.156258	3.66e-46	1.83e-47	ENSG00000081087
CEP89	84902	-5.7062303	3.66e-46	1.83e-47	ENSG00000121289
OTULIN	90268	-3.8414506	3.67e-46	1.83e-47	ENSG00000154124
ARL6IP1	23204	-7.5610997	3.83e-46	1.92e-47	ENSG00000170540
NOP2	4839	-4.0634802	3.86e-46	1.94e-47	ENSG00000111641
KDM1A	23028	-3.578007	5.86e-46	2.95e-47	ENSG00000004487
PMP22	5376	-2.4298903	6.06e-46	3.05e-47	ENSG00000109099
LRP12	29967	-4.7763822	6.24e-46	3.15e-47	ENSG00000147650
AAR2	25980	-1.4387936	6.26e-46	3.16e-47	ENSG00000131043
MED23	9439	-3.0674131	6.4e-46	3.24e-47	ENSG00000112282
PNO1	56902	-4.1781447	7.24e-46	3.67e-47	ENSG00000115946
FKRP	79147	-2.3601552	7.32e-46	3.72e-47	ENSG00000181027
ATP6V1C1	528	-2.2997248	9.45e-46	4.81e-47	ENSG00000155097
PARN	5073	1.4653829	1.13e-45	5.73e-47	ENSG00000140694
ZC3H14	79882	-1.4260152	1.16e-45	5.92e-47	ENSG00000100722
EMD	2010	-2.4283881	1.33e-45	6.79e-47	ENSG00000102119
HINT3	135114	-3.4450408	1.65e-45	8.45e-47	ENSG00000111911
SLC9B2	133308	-3.3954267	1.82e-45	9.34e-47	ENSG00000164038
SERPINB8	5271	-6.8546192	1.87e-45	9.61e-47	ENSG00000166401
EBF1	1879	-4.1026328	3.24e-45	1.66e-46	ENSG00000164330
PCGF5	84333	-2.7936535	3.27e-45	1.68e-46	ENSG00000180628
LYRM9	201229	-4.589515	3.62e-45	1.87e-46	ENSG00000232859
CDC37L1	55664	-6.5465495	3.77e-45	1.95e-46	ENSG00000106993
MED15	51586	-2.7534505	3.82e-45	1.98e-46	ENSG00000099917
RNF170	81790	-2.8678888	3.87e-45	2.01e-46	ENSG00000120925
NXF1	10482	-2.3864869	4.21e-45	2.18e-46	ENSG00000162231
SPART	23111	-4.4818524	5.05e-45	2.62e-46	ENSG00000133104
HSD17B10	3028	-2.9038771	5.12e-45	2.66e-46	ENSG00000072506
SLC36A1	206358	-6.4537598	5.26e-45	2.74e-46	ENSG00000123643
KLF10	7071	-5.577892	5.28e-45	2.76e-46	ENSG00000155090
ANXA5	308	-2.0290525	5.45e-45	2.85e-46	ENSG00000164111
POLR1A	25885	-1.8946956	6.12e-45	3.21e-46	ENSG00000068654
ZNHIT1	10467	-1.4989163	6.61e-45	3.47e-46	ENSG00000106400
LENG1	79165	1.437493	7.54e-45	3.96e-46	ENSG00000105617
YEATS4	8089	-4.3893738	8.84e-45	4.65e-46	ENSG00000127337
KPNA5	3841	-3.1286993	1.05e-44	5.54e-46	ENSG00000196911
STAM	8027	-2.986387	1.05e-44	5.55e-46	ENSG00000136738
CNOT6	57472	-3.1810865	1.12e-44	5.9e-46	ENSG00000113300
KCTD9	54793	-2.9242286	1.14e-44	6.05e-46	ENSG00000104756
MTO1	25821	-4.9203625	1.25e-44	6.62e-46	ENSG00000135297
IGFBP7	3490	-6.0374698	1.28e-44	6.78e-46	ENSG00000163453
MGAT5	4249	-4.5557567	1.34e-44	7.11e-46	ENSG00000152127
PON2	5445	-6.1040484	1.43e-44	7.59e-46	ENSG00000105854
INTS6	26512	-5.0245843	1.47e-44	7.85e-46	ENSG00000102786
EHMT1	79813	-2.9675896	1.67e-44	8.93e-46	ENSG00000181090
LRRFIP1	9208	-3.000255	1.73e-44	9.27e-46	ENSG00000124831
HSPG2	3339	-3.186202	2.01e-44	1.08e-45	ENSG00000142798
PINK1	65018	-2.7758584	2.06e-44	1.1e-45	ENSG00000158828
SETDB2-PHF11	107303344	-3.3782876	2.07e-44	1.11e-45	NA
STK19	8859	1.8668193	2.27e-44	1.22e-45	ENSG00000204344
RNF19B	127544	-4.9052659	2.6e-44	1.4e-45	ENSG00000116514
PNISR	25957	1.7768965	2.63e-44	1.42e-45	ENSG00000132424
ATG4C	84938	-4.4533888	2.67e-44	1.44e-45	ENSG00000125703
STN1	79991	-2.6435232	2.96e-44	1.6e-45	ENSG00000107960
MTMR3	8897	1.254417	3.03e-44	1.64e-45	ENSG00000100330
MAIP1	79568	-2.7390945	3.47e-44	1.88e-45	ENSG00000162972
UPRT	139596	1.7146362	3.67e-44	2e-45	ENSG00000094841
UBQLN2	29978	-2.6419469	4.12e-44	2.25e-45	ENSG00000188021
ERV3-1	2086	-4.6520625	4.37e-44	2.39e-45	ENSG00000213462
RAE1	8480	-1.9116433	4.42e-44	2.42e-45	ENSG00000101146
UGCG	7357	-2.9922367	4.47e-44	2.45e-45	ENSG00000148154
S100A10	6281	-2.9068856	5.05e-44	2.77e-45	ENSG00000197747
COQ10B	80219	-2.745343	5.19e-44	2.85e-45	ENSG00000115520
DDX24	57062	-1.4759111	5.25e-44	2.88e-45	ENSG00000089737
CNN2	1265	-2.4431723	5.91e-44	3.25e-45	ENSG00000064666
GTF3C2	2976	-1.8953259	6.03e-44	3.33e-45	ENSG00000115207
SMIM8	57150	-3.5973766	6.28e-44	3.47e-45	ENSG00000111850
AKAP17A	8227	1.4918032	7.18e-44	3.97e-45	ENSG00000197976
UVRAG	7405	-6.4301093	7.38e-44	4.09e-45	ENSG00000198382
PLOD3	8985	-2.8234579	7.54e-44	4.18e-45	ENSG00000106397
CCSER2	54462	-2.3567645	7.59e-44	4.21e-45	ENSG00000107771
IGSF8	93185	-6.0085003	8.37e-44	4.65e-45	ENSG00000162729
TOPORS	10210	1.5940474	8.59e-44	4.79e-45	ENSG00000197579
SLC39A13	91252	-2.9354672	9.3e-44	5.19e-45	ENSG00000165915
RFC1	5981	-2.3327767	9.53e-44	5.32e-45	ENSG00000035928
TAF8	129685	-3.8601842	1e-43	5.62e-45	ENSG00000137413
SF3B2	10992	-1.4987266	1.04e-43	5.85e-45	ENSG00000087365
PHAF1	80262	-2.4544864	1.13e-43	6.34e-45	ENSG00000125149
PDSS2	57107	2.4189431	1.15e-43	6.47e-45	ENSG00000164494
PHF20L1	51105	-2.3469926	1.28e-43	7.19e-45	ENSG00000129292
SLC30A5	64924	-4.8125041	1.31e-43	7.37e-45	ENSG00000145740
WDSUB1	151525	-6.7510629	1.33e-43	7.49e-45	ENSG00000196151
WFS1	7466	-3.7981805	1.36e-43	7.71e-45	ENSG00000109501
UBE2Z	65264	-1.3647702	1.4e-43	7.93e-45	ENSG00000159202
TTC31	64427	-2.4202493	1.51e-43	8.58e-45	ENSG00000115282
TGFBR2	7048	-3.5834982	1.71e-43	9.67e-45	ENSG00000163513
TTC38	55020	-3.8585118	1.84e-43	1.05e-44	ENSG00000075234
SIRT7	51547	-2.616996	2.07e-43	1.18e-44	ENSG00000187531
SCRN3	79634	-3.7334934	2.12e-43	1.21e-44	ENSG00000144306
DNAJB2	3300	-5.9926234	2.5e-43	1.43e-44	ENSG00000135924
SH2B1	25970	-2.7222367	2.66e-43	1.52e-44	ENSG00000178188
SLC41A2	84102	-3.2820849	3.23e-43	1.85e-44	ENSG00000136052
VCAN	1462	-4.9262733	3.24e-43	1.86e-44	ENSG00000038427
DTD1	92675	-2.5879393	3.3e-43	1.89e-44	ENSG00000125821
UBAP2L	9898	1.4223648	4.85e-43	2.79e-44	ENSG00000143569
PHF11	51131	-4.3867754	5e-43	2.88e-44	ENSG00000136147
ATL3	25923	1.3525943	5.31e-43	3.07e-44	ENSG00000184743
IPP	3652	-6.4677513	5.37e-43	3.11e-44	ENSG00000197429
MAGEF1	64110	-2.340693	5.81e-43	3.37e-44	ENSG00000177383
WBP4	11193	-3.184655	5.81e-43	3.37e-44	ENSG00000120688
P4HB	5034	-2.5202567	6.17e-43	3.59e-44	ENSG00000185624
YIPF1	54432	-2.8628514	6.48e-43	3.77e-44	ENSG00000058799
ARFRP1	10139	-3.6762445	6.49e-43	3.78e-44	ENSG00000101246
PRORP	9692	-1.9174992	7.08e-43	4.13e-44	ENSG00000100890
DHRS7B	25979	-3.3838048	7.51e-43	4.39e-44	ENSG00000109016
COIL	8161	-3.5697364	7.77e-43	4.55e-44	ENSG00000121058
SAT1	6303	-3.6078868	8.12e-43	4.76e-44	ENSG00000130066
SNU13	4809	-1.3425645	8.8e-43	5.16e-44	ENSG00000100138
CEPT1	10390	-2.8576525	9.78e-43	5.74e-44	ENSG00000134255
SETD3	84193	-1.8709742	1.08e-42	6.35e-44	ENSG00000183576
CCDC174	51244	-2.8684669	1.17e-42	6.88e-44	ENSG00000154781
EEF1A1	1915	-1.7694271	1.32e-42	7.77e-44	ENSG00000156508
RMDN1	51115	-2.7817773	1.34e-42	7.94e-44	ENSG00000176623
ATF6	22926	-3.3670326	1.36e-42	8.07e-44	ENSG00000118217
NDUFA11	126328	-2.8743786	1.41e-42	8.34e-44	ENSG00000174886
STYXL1	51657	-2.2460259	1.71e-42	1.01e-43	ENSG00000127952
CERCAM	51148	-3.0939343	1.83e-42	1.08e-43	ENSG00000167123
CAND1	55832	-4.0440586	2.11e-42	1.25e-43	ENSG00000111530
